image_filename,filename,is_negative
f1f1f7f8-bbc6-11e8-b2bc-ac1f6b6435d0,f1f1f7f8-bbc6-11e8-b2bc-ac1f6b6435d0_7,0
3d157f7e-bbaf-11e8-b2ba-ac1f6b6435d0,3d157f7e-bbaf-11e8-b2ba-ac1f6b6435d0_5,0
1818d770-bba5-11e8-b2ba-ac1f6b6435d0,1818d770-bba5-11e8-b2ba-ac1f6b6435d0_2,0
22ee5414-bbb3-11e8-b2ba-ac1f6b6435d0,22ee5414-bbb3-11e8-b2ba-ac1f6b6435d0_7,0
311a38fe-bbc8-11e8-b2bc-ac1f6b6435d0,311a38fe-bbc8-11e8-b2bc-ac1f6b6435d0_8,0
22_B6_2,22_B6_2_8,0
123_H4_2,123_H4_2_7,0
f1f1f7f8-bbc6-11e8-b2bc-ac1f6b6435d0,f1f1f7f8-bbc6-11e8-b2bc-ac1f6b6435d0_6,0
123_H4_2,123_H4_2_6,0
393d8a7c-bbaf-11e8-b2ba-ac1f6b6435d0,393d8a7c-bbaf-11e8-b2ba-ac1f6b6435d0_9,0
d51caf74-bb99-11e8-b2b9-ac1f6b6435d0,d51caf74-bb99-11e8-b2b9-ac1f6b6435d0_7,0
d0d6f868-bbc9-11e8-b2bc-ac1f6b6435d0,d0d6f868-bbc9-11e8-b2bc-ac1f6b6435d0_24,0
fc6405e8-bbab-11e8-b2ba-ac1f6b6435d0,fc6405e8-bbab-11e8-b2ba-ac1f6b6435d0_7,0
1515_C10_1,1515_C10_1_10,0
ce1c6c30-bbaf-11e8-b2ba-ac1f6b6435d0,ce1c6c30-bbaf-11e8-b2ba-ac1f6b6435d0_10,0
245e533c-bbb1-11e8-b2ba-ac1f6b6435d0,245e533c-bbb1-11e8-b2ba-ac1f6b6435d0_24,0
3806f22a-bbae-11e8-b2ba-ac1f6b6435d0,3806f22a-bbae-11e8-b2ba-ac1f6b6435d0_20,0
0db32fb6-bbb3-11e8-b2ba-ac1f6b6435d0,0db32fb6-bbb3-11e8-b2ba-ac1f6b6435d0_18,0
140f8986-bbb3-11e8-b2ba-ac1f6b6435d0,140f8986-bbb3-11e8-b2ba-ac1f6b6435d0_2,0
e746308e-bbc7-11e8-b2bc-ac1f6b6435d0,e746308e-bbc7-11e8-b2bc-ac1f6b6435d0_6,0
393d8a7c-bbaf-11e8-b2ba-ac1f6b6435d0,393d8a7c-bbaf-11e8-b2ba-ac1f6b6435d0_1,0
18693d6a-bbb3-11e8-b2ba-ac1f6b6435d0,18693d6a-bbb3-11e8-b2ba-ac1f6b6435d0_6,0
18693d6a-bbb3-11e8-b2ba-ac1f6b6435d0,18693d6a-bbb3-11e8-b2ba-ac1f6b6435d0_9,0
48_C12_2,48_C12_2_1,0
189_C11_1,189_C11_1_7,0
189_C11_2,189_C11_2_6,0
245e533c-bbb1-11e8-b2ba-ac1f6b6435d0,245e533c-bbb1-11e8-b2ba-ac1f6b6435d0_19,0
3806f22a-bbae-11e8-b2ba-ac1f6b6435d0,3806f22a-bbae-11e8-b2ba-ac1f6b6435d0_9,0
209222fe-bbb3-11e8-b2ba-ac1f6b6435d0,209222fe-bbb3-11e8-b2ba-ac1f6b6435d0_4,0
1569_G10_2,1569_G10_2_48,0
d0d6f868-bbc9-11e8-b2bc-ac1f6b6435d0,d0d6f868-bbc9-11e8-b2bc-ac1f6b6435d0_16,0
2626a924-bbb3-11e8-b2ba-ac1f6b6435d0,2626a924-bbb3-11e8-b2ba-ac1f6b6435d0_8,0
6b5974a4-bba4-11e8-b2b9-ac1f6b6435d0,6b5974a4-bba4-11e8-b2b9-ac1f6b6435d0_33,0
d4bbc80a-bbc9-11e8-b2bc-ac1f6b6435d0,d4bbc80a-bbc9-11e8-b2bc-ac1f6b6435d0_8,0
cb254dd0-bbc8-11e8-b2bc-ac1f6b6435d0,cb254dd0-bbc8-11e8-b2bc-ac1f6b6435d0_8,0
1234_F6_6,1234_F6_6_2,0
49_A10_1,49_A10_1_11,0
1454_B10_4,1454_B10_4_7,0
1cc1d4c6-bbae-11e8-b2ba-ac1f6b6435d0,1cc1d4c6-bbae-11e8-b2ba-ac1f6b6435d0_12,0
d75d1046-bbc9-11e8-b2bc-ac1f6b6435d0,d75d1046-bbc9-11e8-b2bc-ac1f6b6435d0_3,0
1637_C10_6,1637_C10_6_42,0
f848cdd0-bbac-11e8-b2ba-ac1f6b6435d0,f848cdd0-bbac-11e8-b2ba-ac1f6b6435d0_4,0
222_D9_2,222_D9_2_7,0
1500_H8_6,1500_H8_6_12,0
18_D12_2,18_D12_2_4,0
1500_H8_6,1500_H8_6_8,0
22b5b7a6-bbb0-11e8-b2ba-ac1f6b6435d0,22b5b7a6-bbb0-11e8-b2ba-ac1f6b6435d0_5,0
2d711bb2-bbac-11e8-b2ba-ac1f6b6435d0,2d711bb2-bbac-11e8-b2ba-ac1f6b6435d0_4,0
74fde0d8-bbab-11e8-b2ba-ac1f6b6435d0,74fde0d8-bbab-11e8-b2ba-ac1f6b6435d0_32,0
20_G7_1,20_G7_1_6,0
155_F11_2,155_F11_2_4,0
c5271850-bbaf-11e8-b2ba-ac1f6b6435d0,c5271850-bbaf-11e8-b2ba-ac1f6b6435d0_7,0
1234_F6_8,1234_F6_8_3,0
fc32ae9e-bbab-11e8-b2ba-ac1f6b6435d0,fc32ae9e-bbab-11e8-b2ba-ac1f6b6435d0_7,0
e693ce30-bba4-11e8-b2ba-ac1f6b6435d0,e693ce30-bba4-11e8-b2ba-ac1f6b6435d0_34,0
fc6405e8-bbab-11e8-b2ba-ac1f6b6435d0,fc6405e8-bbab-11e8-b2ba-ac1f6b6435d0_2,0
1500_H8_6,1500_H8_6_15,0
20_F7_2,20_F7_2_12,0
21_F7_1,21_F7_1_8,0
21_F7_1,21_F7_1_10,0
d175763e-bb9a-11e8-b2b9-ac1f6b6435d0,d175763e-bb9a-11e8-b2b9-ac1f6b6435d0_11,0
1202_C12_2,1202_C12_2_39,0
1842_A1_69,1842_A1_69_7,0
7769f57c-bbac-11e8-b2ba-ac1f6b6435d0,7769f57c-bbac-11e8-b2ba-ac1f6b6435d0_3,0
22_F7_1,22_F7_1_2,0
f47686fc-bbb1-11e8-b2ba-ac1f6b6435d0,f47686fc-bbb1-11e8-b2ba-ac1f6b6435d0_9,0
3d157f7e-bbaf-11e8-b2ba-ac1f6b6435d0,3d157f7e-bbaf-11e8-b2ba-ac1f6b6435d0_7,0
176_H10_2,176_H10_2_13,0
1500_H8_6,1500_H8_6_26,0
f47686fc-bbb1-11e8-b2ba-ac1f6b6435d0,f47686fc-bbb1-11e8-b2ba-ac1f6b6435d0_7,0
221_D9_2,221_D9_2_20,0
1500_H8_6,1500_H8_6_22,0
fc6405e8-bbab-11e8-b2ba-ac1f6b6435d0,fc6405e8-bbab-11e8-b2ba-ac1f6b6435d0_3,0
ec647f04-bbc6-11e8-b2bc-ac1f6b6435d0,ec647f04-bbc6-11e8-b2bc-ac1f6b6435d0_16,0
ec647f04-bbc6-11e8-b2bc-ac1f6b6435d0,ec647f04-bbc6-11e8-b2bc-ac1f6b6435d0_8,0
ec647f04-bbc6-11e8-b2bc-ac1f6b6435d0,ec647f04-bbc6-11e8-b2bc-ac1f6b6435d0_4,0
c6cc3b7c-bbaf-11e8-b2ba-ac1f6b6435d0,c6cc3b7c-bbaf-11e8-b2ba-ac1f6b6435d0_1,0
222_D9_2,222_D9_2_13,0
38625f52-bbae-11e8-b2ba-ac1f6b6435d0,38625f52-bbae-11e8-b2ba-ac1f6b6435d0_5,0
1582_B8_1,1582_B8_1_12,0
946_F3_1,946_F3_1_5,0
f4f79da4-bbc6-11e8-b2bc-ac1f6b6435d0,f4f79da4-bbc6-11e8-b2bc-ac1f6b6435d0_26,0
f4f79da4-bbc6-11e8-b2bc-ac1f6b6435d0,f4f79da4-bbc6-11e8-b2bc-ac1f6b6435d0_24,0
72a2fb9e-bba5-11e8-b2ba-ac1f6b6435d0,72a2fb9e-bba5-11e8-b2ba-ac1f6b6435d0_33,0
39_C2_2,39_C2_2_4,0
db59681e-bba3-11e8-b2b9-ac1f6b6435d0,db59681e-bba3-11e8-b2b9-ac1f6b6435d0_36,0
ae56dd70-bbac-11e8-b2ba-ac1f6b6435d0,ae56dd70-bbac-11e8-b2ba-ac1f6b6435d0_3,0
3b1c7656-bbae-11e8-b2ba-ac1f6b6435d0,3b1c7656-bbae-11e8-b2ba-ac1f6b6435d0_27,0
1104_A5_3,1104_A5_3_17,0
8e737592-bba5-11e8-b2ba-ac1f6b6435d0,8e737592-bba5-11e8-b2ba-ac1f6b6435d0_50,0
54_E10_2,54_E10_2_4,0
7d57d116-bbac-11e8-b2ba-ac1f6b6435d0,7d57d116-bbac-11e8-b2ba-ac1f6b6435d0_7,0
ccac71c8-bbc9-11e8-b2bc-ac1f6b6435d0,ccac71c8-bbc9-11e8-b2bc-ac1f6b6435d0_35,0
1569_A12_1,1569_A12_1_19,0
f4f79da4-bbc6-11e8-b2bc-ac1f6b6435d0,f4f79da4-bbc6-11e8-b2bc-ac1f6b6435d0_21,0
1117_B10_4,1117_B10_4_4,0
2d982978-bbb1-11e8-b2ba-ac1f6b6435d0,2d982978-bbb1-11e8-b2ba-ac1f6b6435d0_12,0
1117_B10_2,1117_B10_2_5,0
13d08690-bba5-11e8-b2ba-ac1f6b6435d0,13d08690-bba5-11e8-b2ba-ac1f6b6435d0_22,0
ace06dbe-bb9b-11e8-b2b9-ac1f6b6435d0,ace06dbe-bb9b-11e8-b2b9-ac1f6b6435d0_12,0
667_G6_2,667_G6_2_13,0
1202_D12_4,1202_D12_4_42,0
1954_A4_58,1954_A4_58_6,0
1504_G11_3,1504_G11_3_17,0
60f51a2a-bbc9-11e8-b2bc-ac1f6b6435d0,60f51a2a-bbc9-11e8-b2bc-ac1f6b6435d0_3,0
ccac71c8-bbc9-11e8-b2bc-ac1f6b6435d0,ccac71c8-bbc9-11e8-b2bc-ac1f6b6435d0_12,0
946_F3_1,946_F3_1_6,0
2f75d6dc-bbb1-11e8-b2ba-ac1f6b6435d0,2f75d6dc-bbb1-11e8-b2ba-ac1f6b6435d0_3,0
1171_H7_2,1171_H7_2_22,0
e682985a-bbb2-11e8-b2ba-ac1f6b6435d0,e682985a-bbb2-11e8-b2ba-ac1f6b6435d0_2,0
1202_D12_4,1202_D12_4_40,0
aa3fb18c-bb9b-11e8-b2b9-ac1f6b6435d0,aa3fb18c-bb9b-11e8-b2b9-ac1f6b6435d0_6,0
ccac71c8-bbc9-11e8-b2bc-ac1f6b6435d0,ccac71c8-bbc9-11e8-b2bc-ac1f6b6435d0_14,0
e682985a-bbb2-11e8-b2ba-ac1f6b6435d0,e682985a-bbb2-11e8-b2ba-ac1f6b6435d0_4,0
625_E7_1,625_E7_1_10,0
667_G6_2,667_G6_2_7,0
1171_H7_2,1171_H7_2_13,0
6b5974a4-bba4-11e8-b2b9-ac1f6b6435d0,6b5974a4-bba4-11e8-b2b9-ac1f6b6435d0_9,0
dfc94cca-bb99-11e8-b2b9-ac1f6b6435d0,dfc94cca-bb99-11e8-b2b9-ac1f6b6435d0_3,0
1171_H7_2,1171_H7_2_4,0
2d3a89f8-bbb1-11e8-b2ba-ac1f6b6435d0,2d3a89f8-bbb1-11e8-b2ba-ac1f6b6435d0_15,0
e6cfaf0a-bbb2-11e8-b2ba-ac1f6b6435d0,e6cfaf0a-bbb2-11e8-b2ba-ac1f6b6435d0_1,0
797b7936-bbab-11e8-b2ba-ac1f6b6435d0,797b7936-bbab-11e8-b2ba-ac1f6b6435d0_6,0
3b1c7656-bbae-11e8-b2ba-ac1f6b6435d0,3b1c7656-bbae-11e8-b2ba-ac1f6b6435d0_16,0
e6cfaf0a-bbb2-11e8-b2ba-ac1f6b6435d0,e6cfaf0a-bbb2-11e8-b2ba-ac1f6b6435d0_8,0
f88de6fe-bbb1-11e8-b2ba-ac1f6b6435d0,f88de6fe-bbb1-11e8-b2ba-ac1f6b6435d0_10,0
ce1c6c30-bbaf-11e8-b2ba-ac1f6b6435d0,ce1c6c30-bbaf-11e8-b2ba-ac1f6b6435d0_20,0
0b97ef78-bbb3-11e8-b2ba-ac1f6b6435d0,0b97ef78-bbb3-11e8-b2ba-ac1f6b6435d0_23,0
0b8bec5a-bbb3-11e8-b2ba-ac1f6b6435d0,0b8bec5a-bbb3-11e8-b2ba-ac1f6b6435d0_16,0
710_G6_3,710_G6_3_2,0
3914c722-bbaf-11e8-b2ba-ac1f6b6435d0,3914c722-bbaf-11e8-b2ba-ac1f6b6435d0_33,0
29f80b3a-bbb1-11e8-b2ba-ac1f6b6435d0,29f80b3a-bbb1-11e8-b2ba-ac1f6b6435d0_3,0
55a95ece-bbc9-11e8-b2bc-ac1f6b6435d0,55a95ece-bbc9-11e8-b2bc-ac1f6b6435d0_32,0
0384cd60-bbb3-11e8-b2ba-ac1f6b6435d0,0384cd60-bbb3-11e8-b2ba-ac1f6b6435d0_4,0
55_E10_2,55_E10_2_1,0
0db32fb6-bbb3-11e8-b2ba-ac1f6b6435d0,0db32fb6-bbb3-11e8-b2ba-ac1f6b6435d0_2,0
113_H10_2,113_H10_2_3,0
55_E10_2,55_E10_2_3,0
1582_B8_1,1582_B8_1_19,0
1376_D3_2,1376_D3_2_15,0
108_F5_1,108_F5_1_1,0
20_B6_1,20_B6_1_15,0
21_B6_2,21_B6_2_3,0
b37db104-bb9b-11e8-b2b9-ac1f6b6435d0,b37db104-bb9b-11e8-b2b9-ac1f6b6435d0_11,0
218bb038-bbb0-11e8-b2ba-ac1f6b6435d0,218bb038-bbb0-11e8-b2ba-ac1f6b6435d0_44,0
f1f1f7f8-bbc6-11e8-b2bc-ac1f6b6435d0,f1f1f7f8-bbc6-11e8-b2bc-ac1f6b6435d0_46,0
fd34ea76-bbb2-11e8-b2ba-ac1f6b6435d0,fd34ea76-bbb2-11e8-b2ba-ac1f6b6435d0_11,0
1509_A11_7,1509_A11_7_28,0
db59681e-bba3-11e8-b2b9-ac1f6b6435d0,db59681e-bba3-11e8-b2b9-ac1f6b6435d0_21,0
13d08690-bba5-11e8-b2ba-ac1f6b6435d0,13d08690-bba5-11e8-b2ba-ac1f6b6435d0_26,0
79693068-bbac-11e8-b2ba-ac1f6b6435d0,79693068-bbac-11e8-b2ba-ac1f6b6435d0_11,0
1509_A11_7,1509_A11_7_26,0
e6cfaf0a-bbb2-11e8-b2ba-ac1f6b6435d0,e6cfaf0a-bbb2-11e8-b2ba-ac1f6b6435d0_14,0
e8e9995e-bbb2-11e8-b2ba-ac1f6b6435d0,e8e9995e-bbb2-11e8-b2ba-ac1f6b6435d0_30,0
144_F2_1,144_F2_1_6,0
f1f1f7f8-bbc6-11e8-b2bc-ac1f6b6435d0,f1f1f7f8-bbc6-11e8-b2bc-ac1f6b6435d0_49,0
ccac71c8-bbc9-11e8-b2bc-ac1f6b6435d0,ccac71c8-bbc9-11e8-b2bc-ac1f6b6435d0_44,0
77776ae8-bb9a-11e8-b2b9-ac1f6b6435d0,77776ae8-bb9a-11e8-b2b9-ac1f6b6435d0_4,0
cc02d03c-bbc9-11e8-b2bc-ac1f6b6435d0,cc02d03c-bbc9-11e8-b2bc-ac1f6b6435d0_8,0
1401_A7_2,1401_A7_2_20,0
79693068-bbac-11e8-b2ba-ac1f6b6435d0,79693068-bbac-11e8-b2ba-ac1f6b6435d0_10,0
ce1c6c30-bbaf-11e8-b2ba-ac1f6b6435d0,ce1c6c30-bbaf-11e8-b2ba-ac1f6b6435d0_26,0
dccab450-bb99-11e8-b2b9-ac1f6b6435d0,dccab450-bb99-11e8-b2b9-ac1f6b6435d0_33,0
f2b85bfa-bbb2-11e8-b2ba-ac1f6b6435d0,f2b85bfa-bbb2-11e8-b2ba-ac1f6b6435d0_6,0
3b1c7656-bbae-11e8-b2ba-ac1f6b6435d0,3b1c7656-bbae-11e8-b2ba-ac1f6b6435d0_7,0
3b1c7656-bbae-11e8-b2ba-ac1f6b6435d0,3b1c7656-bbae-11e8-b2ba-ac1f6b6435d0_4,0
db59681e-bba3-11e8-b2b9-ac1f6b6435d0,db59681e-bba3-11e8-b2b9-ac1f6b6435d0_26,0
1717_G7_18,1717_G7_18_47,0
1f3b193a-bbb1-11e8-b2ba-ac1f6b6435d0,1f3b193a-bbb1-11e8-b2ba-ac1f6b6435d0_3,0
f4095bf4-bbb1-11e8-b2ba-ac1f6b6435d0,f4095bf4-bbb1-11e8-b2ba-ac1f6b6435d0_14,0
1918_B12_25,1918_B12_25_10,0
1918_E8_21,1918_E8_21_105,0
bc936220-bb9b-11e8-b2b9-ac1f6b6435d0,bc936220-bb9b-11e8-b2b9-ac1f6b6435d0_9,0
e5069f80-bbc6-11e8-b2bc-ac1f6b6435d0,e5069f80-bbc6-11e8-b2bc-ac1f6b6435d0_9,0
627_E11_2,627_E11_2_8,0
29372710-bba4-11e8-b2b9-ac1f6b6435d0,29372710-bba4-11e8-b2b9-ac1f6b6435d0_8,0
2341932c-bb9a-11e8-b2b9-ac1f6b6435d0,2341932c-bb9a-11e8-b2b9-ac1f6b6435d0_11,0
6e44c0a4-bba6-11e8-b2ba-ac1f6b6435d0,6e44c0a4-bba6-11e8-b2ba-ac1f6b6435d0_20,0
992_G9_1,992_G9_1_8,0
bcd4aac8-bb9b-11e8-b2b9-ac1f6b6435d0,bcd4aac8-bb9b-11e8-b2b9-ac1f6b6435d0_3,0
6e94ac88-bba4-11e8-b2b9-ac1f6b6435d0,6e94ac88-bba4-11e8-b2b9-ac1f6b6435d0_5,0
3e527fb4-bbb3-11e8-b2ba-ac1f6b6435d0,3e527fb4-bbb3-11e8-b2ba-ac1f6b6435d0_2,0
fc84a97c-bbad-11e8-b2ba-ac1f6b6435d0,fc84a97c-bbad-11e8-b2ba-ac1f6b6435d0_2,0
dcfa6ffa-bbc7-11e8-b2bc-ac1f6b6435d0,dcfa6ffa-bbc7-11e8-b2bc-ac1f6b6435d0_17,0
2a959f0a-bb9b-11e8-b2b9-ac1f6b6435d0,2a959f0a-bb9b-11e8-b2b9-ac1f6b6435d0_40,0
112_E9_1,112_E9_1_7,0
fc1006a8-bbad-11e8-b2ba-ac1f6b6435d0,fc1006a8-bbad-11e8-b2ba-ac1f6b6435d0_34,0
6e94ac88-bba4-11e8-b2b9-ac1f6b6435d0,6e94ac88-bba4-11e8-b2b9-ac1f6b6435d0_8,0
2bbc36e0-bbb0-11e8-b2ba-ac1f6b6435d0,2bbc36e0-bbb0-11e8-b2ba-ac1f6b6435d0_11,0
55a95ece-bbc9-11e8-b2bc-ac1f6b6435d0,55a95ece-bbc9-11e8-b2bc-ac1f6b6435d0_21,0
bc936220-bb9b-11e8-b2b9-ac1f6b6435d0,bc936220-bb9b-11e8-b2b9-ac1f6b6435d0_2,0
bad7e3f2-bb9b-11e8-b2b9-ac1f6b6435d0,bad7e3f2-bb9b-11e8-b2b9-ac1f6b6435d0_15,0
32445e22-bbb3-11e8-b2ba-ac1f6b6435d0,32445e22-bbb3-11e8-b2ba-ac1f6b6435d0_4,0
1894_A2_2,1894_A2_2_13,0
76b99dce-bbc7-11e8-b2bc-ac1f6b6435d0,76b99dce-bbc7-11e8-b2bc-ac1f6b6435d0_5,0
fd632cac-bbac-11e8-b2ba-ac1f6b6435d0,fd632cac-bbac-11e8-b2ba-ac1f6b6435d0_7,0
bad7e3f2-bb9b-11e8-b2b9-ac1f6b6435d0,bad7e3f2-bb9b-11e8-b2b9-ac1f6b6435d0_1,0
1918_E8_21,1918_E8_21_116,0
1270_D4_2,1270_D4_2_1,0
1323_G2_1,1323_G2_1_43,0
6c5d7f4e-bba4-11e8-b2b9-ac1f6b6435d0,6c5d7f4e-bba4-11e8-b2b9-ac1f6b6435d0_32,0
ffaa8068-bbad-11e8-b2ba-ac1f6b6435d0,ffaa8068-bbad-11e8-b2ba-ac1f6b6435d0_6,0
1262_F6_1,1262_F6_1_19,0
ffaa8068-bbad-11e8-b2ba-ac1f6b6435d0,ffaa8068-bbad-11e8-b2ba-ac1f6b6435d0_4,0
1262_F6_1,1262_F6_1_17,0
c7acded4-bbc8-11e8-b2bc-ac1f6b6435d0,c7acded4-bbc8-11e8-b2bc-ac1f6b6435d0_30,0
40e868cc-bba6-11e8-b2ba-ac1f6b6435d0,40e868cc-bba6-11e8-b2ba-ac1f6b6435d0_7,0
3753f098-bbc8-11e8-b2bc-ac1f6b6435d0,3753f098-bbc8-11e8-b2bc-ac1f6b6435d0_4,0
2bbc36e0-bbb0-11e8-b2ba-ac1f6b6435d0,2bbc36e0-bbb0-11e8-b2ba-ac1f6b6435d0_8,0
ce3e11aa-bba5-11e8-b2ba-ac1f6b6435d0,ce3e11aa-bba5-11e8-b2ba-ac1f6b6435d0_7,0
6e94ac88-bba4-11e8-b2b9-ac1f6b6435d0,6e94ac88-bba4-11e8-b2b9-ac1f6b6435d0_2,0
623_B1_2,623_B1_2_11,0
32445e22-bbb3-11e8-b2ba-ac1f6b6435d0,32445e22-bbb3-11e8-b2ba-ac1f6b6435d0_2,0
1918_E8_21,1918_E8_21_86,0
3e527fb4-bbb3-11e8-b2ba-ac1f6b6435d0,3e527fb4-bbb3-11e8-b2ba-ac1f6b6435d0_19,0
1891_K6_17,1891_K6_17_37,0
3c2ce9fe-bbb3-11e8-b2ba-ac1f6b6435d0,3c2ce9fe-bbb3-11e8-b2ba-ac1f6b6435d0_9,0
8e737592-bba5-11e8-b2ba-ac1f6b6435d0,8e737592-bba5-11e8-b2ba-ac1f6b6435d0_76,0
1377_A9_2,1377_A9_2_9,0
71c2db02-bbac-11e8-b2ba-ac1f6b6435d0,71c2db02-bbac-11e8-b2ba-ac1f6b6435d0_28,0
931_G10_4,931_G10_4_7,0
1918_B12_25,1918_B12_25_15,0
bf2036ee-bb9b-11e8-b2b9-ac1f6b6435d0,bf2036ee-bb9b-11e8-b2b9-ac1f6b6435d0_16,0
a64d361c-bba5-11e8-b2ba-ac1f6b6435d0,a64d361c-bba5-11e8-b2ba-ac1f6b6435d0_26,0
3753f098-bbc8-11e8-b2bc-ac1f6b6435d0,3753f098-bbc8-11e8-b2bc-ac1f6b6435d0_35,0
165_B1_2,165_B1_2_8,0
bf18416e-bb9b-11e8-b2b9-ac1f6b6435d0,bf18416e-bb9b-11e8-b2b9-ac1f6b6435d0_4,0
2deb390c-bbb0-11e8-b2ba-ac1f6b6435d0,2deb390c-bbb0-11e8-b2ba-ac1f6b6435d0_10,0
52ca74dc-bbaf-11e8-b2ba-ac1f6b6435d0,52ca74dc-bbaf-11e8-b2ba-ac1f6b6435d0_2,0
1891_H5_5,1891_H5_5_52,0
923_G10_2,923_G10_2_18,0
0881d08c-bb9b-11e8-b2b9-ac1f6b6435d0,0881d08c-bb9b-11e8-b2b9-ac1f6b6435d0_38,0
1891_H5_5,1891_H5_5_36,0
222_B10_1,222_B10_1_10,0
101_C2_1,101_C2_1_3,0
fd632cac-bbac-11e8-b2ba-ac1f6b6435d0,fd632cac-bbac-11e8-b2ba-ac1f6b6435d0_42,0
29ce7106-bba4-11e8-b2b9-ac1f6b6435d0,29ce7106-bba4-11e8-b2b9-ac1f6b6435d0_4,0
29ce7106-bba4-11e8-b2b9-ac1f6b6435d0,29ce7106-bba4-11e8-b2b9-ac1f6b6435d0_1,0
1307_F8_4,1307_F8_4_11,0
2341932c-bb9a-11e8-b2b9-ac1f6b6435d0,2341932c-bb9a-11e8-b2b9-ac1f6b6435d0_12,0
fd632cac-bbac-11e8-b2ba-ac1f6b6435d0,fd632cac-bbac-11e8-b2ba-ac1f6b6435d0_20,0
3c2ce9fe-bbb3-11e8-b2ba-ac1f6b6435d0,3c2ce9fe-bbb3-11e8-b2ba-ac1f6b6435d0_2,0
627_F1_2,627_F1_2_10,0
1307_F8_4,1307_F8_4_9,0
22_D1_2,22_D1_2_3,0
623_A2_1,623_A2_1_11,0
1377_A9_2,1377_A9_2_4,0
fc1006a8-bbad-11e8-b2ba-ac1f6b6435d0,fc1006a8-bbad-11e8-b2ba-ac1f6b6435d0_7,0
3c2ce9fe-bbb3-11e8-b2ba-ac1f6b6435d0,3c2ce9fe-bbb3-11e8-b2ba-ac1f6b6435d0_5,0
bedea008-bb9b-11e8-b2b9-ac1f6b6435d0,bedea008-bb9b-11e8-b2b9-ac1f6b6435d0_6,0
de721802-bbc6-11e8-b2bc-ac1f6b6435d0,de721802-bbc6-11e8-b2bc-ac1f6b6435d0_20,0
71fa6488-bbab-11e8-b2ba-ac1f6b6435d0,71fa6488-bbab-11e8-b2ba-ac1f6b6435d0_13,0
fd632cac-bbac-11e8-b2ba-ac1f6b6435d0,fd632cac-bbac-11e8-b2ba-ac1f6b6435d0_32,0
1307_F8_3,1307_F8_3_13,0
bedea008-bb9b-11e8-b2b9-ac1f6b6435d0,bedea008-bb9b-11e8-b2b9-ac1f6b6435d0_13,0
37612266-bbac-11e8-b2ba-ac1f6b6435d0,37612266-bbac-11e8-b2ba-ac1f6b6435d0_20,0
a64d361c-bba5-11e8-b2ba-ac1f6b6435d0,a64d361c-bba5-11e8-b2ba-ac1f6b6435d0_22,0
b7b9fe26-bb9b-11e8-b2b9-ac1f6b6435d0,b7b9fe26-bb9b-11e8-b2b9-ac1f6b6435d0_35,0
121_G5_2,121_G5_2_7,0
55a95ece-bbc9-11e8-b2bc-ac1f6b6435d0,55a95ece-bbc9-11e8-b2bc-ac1f6b6435d0_24,0
d25886a8-bba5-11e8-b2ba-ac1f6b6435d0,d25886a8-bba5-11e8-b2ba-ac1f6b6435d0_4,0
da59b98e-bbc9-11e8-b2bc-ac1f6b6435d0,da59b98e-bbc9-11e8-b2bc-ac1f6b6435d0_9,0
27a0884c-bbb3-11e8-b2ba-ac1f6b6435d0,27a0884c-bbb3-11e8-b2ba-ac1f6b6435d0_31,0
31de8432-bbac-11e8-b2ba-ac1f6b6435d0,31de8432-bbac-11e8-b2ba-ac1f6b6435d0_7,0
36842528-bbac-11e8-b2ba-ac1f6b6435d0,36842528-bbac-11e8-b2ba-ac1f6b6435d0_5,0
1323_G2_1,1323_G2_1_12,0
0989ac08-bbae-11e8-b2ba-ac1f6b6435d0,0989ac08-bbae-11e8-b2ba-ac1f6b6435d0_13,0
74fde0d8-bbab-11e8-b2ba-ac1f6b6435d0,74fde0d8-bbab-11e8-b2ba-ac1f6b6435d0_1,0
27a0884c-bbb3-11e8-b2ba-ac1f6b6435d0,27a0884c-bbb3-11e8-b2ba-ac1f6b6435d0_28,0
954_F9_2,954_F9_2_17,0
186c368e-bbb1-11e8-b2ba-ac1f6b6435d0,186c368e-bbb1-11e8-b2ba-ac1f6b6435d0_32,0
0881d08c-bb9b-11e8-b2b9-ac1f6b6435d0,0881d08c-bb9b-11e8-b2b9-ac1f6b6435d0_29,0
172_E5_2,172_E5_2_2,0
444840ec-bbaf-11e8-b2ba-ac1f6b6435d0,444840ec-bbaf-11e8-b2ba-ac1f6b6435d0_41,0
0881d08c-bb9b-11e8-b2b9-ac1f6b6435d0,0881d08c-bb9b-11e8-b2b9-ac1f6b6435d0_30,0
564_E7_2,564_E7_2_3,0
1055_C9_2,1055_C9_2_3,0
1844_D2_20,1844_D2_20_25,0
27a0884c-bbb3-11e8-b2ba-ac1f6b6435d0,27a0884c-bbb3-11e8-b2ba-ac1f6b6435d0_40,0
1486_D6_1,1486_D6_1_8,0
751e6dfa-bbc7-11e8-b2bc-ac1f6b6435d0,751e6dfa-bbc7-11e8-b2bc-ac1f6b6435d0_1,0
fc76860e-bbac-11e8-b2ba-ac1f6b6435d0,fc76860e-bbac-11e8-b2ba-ac1f6b6435d0_18,0
23693f42-bbb0-11e8-b2ba-ac1f6b6435d0,23693f42-bbb0-11e8-b2ba-ac1f6b6435d0_2,0
